Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
65176,20,1276,10,10,644,courier,S0,tcp,101,4,255,0.04,0.05,0,1
65177,20,1276,10,10,644,http,SF,tcp,3,6,24,1,0,1473,0
65179,20,1276,10,10,644,http,SF,tcp,14,15,255,1,0,1415,0
65178,20,1276,10,10,644,hostnames,S0,tcp,243,10,255,0.04,0.06,0,1
65175,20,1276,10,10,644,auth,S0,tcp,243,11,255,0.02,0.07,0,1
65183,18,1152,10,8,644,ftp,SF,tcp,1,1,41,0.2,0.15,4152,0
65181,18,1152,10,8,644,telnet,SF,tcp,1,1,32,0.28,0.12,2441,0
65182,18,1152,10,8,644,http,SF,tcp,1,1,203,1,0,8314,1
65184,18,1152,10,8,644,domain_u,SF,udp,1,1,14,0.93,0.14,45,0
65185,18,1152,10,8,644,private,S0,tcp,291,4,255,0.03,0.07,0,1
65187,18,1152,10,8,644,http,SF,tcp,3,3,255,1,0,5280,0
65186,18,1152,10,8,644,http,SF,tcp,1,1,1,1,0,392,0
65180,18,1152,10,8,644,private,S0,tcp,269,17,255,0.07,0.05,0,1
65188,20,1276,10,10,644,uucp,RSTO,tcp,118,12,255,0.05,0.06,0,1
65189,20,1276,10,10,644,systat,S0,tcp,116,13,255,0.05,0.07,0,1
65191,20,1276,10,10,644,http,REJ,tcp,1,3,6,1,0,0,0
65190,20,1276,10,10,644,smtp,SF,tcp,3,2,198,0.56,0.03,341,0
65192,20,1276,10,10,644,http,SF,tcp,35,35,255,1,0,635,0
65193,20,1276,10,10,644,netbios_ns,S0,tcp,284,13,255,0.03,0.06,0,1
65194,20,1276,10,10,644,iso_tsap,REJ,tcp,237,14,255,0.05,0.07,0,1
65195,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.15,0.08,0,1
65197,18,1152,10,8,644,private,S0,tcp,117,22,255,0.09,0.06,0,1
65196,18,1152,10,8,644,csnet_ns,REJ,tcp,266,13,255,0.05,0.07,0,1
65198,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.31,0.05,1551,0
65199,18,1152,10,8,644,private,SF,udp,1,1,96,0.99,0.02,147,0
65203,18,1152,10,8,644,smtp,SF,tcp,1,1,28,0.79,0.07,392,0
65201,18,1152,10,8,644,http,SF,tcp,65,69,255,1,0,4675,0
65202,18,1152,10,8,644,http,SF,tcp,17,17,84,1,0,803,0
65200,18,1152,10,8,644,http,SF,tcp,1,2,5,1,0,19994,0
65204,20,1276,10,10,644,http,SF,tcp,3,20,52,1,0,702,0
65207,20,1276,10,10,644,ecr_i,SF,icmp,129,129,255,1,0,0,1
65205,20,1276,10,10,644,telnet,S0,tcp,16,7,255,0.18,0.04,0,1
65206,20,1276,10,10,644,finger,RSTO,tcp,282,19,255,0.07,0.07,0,1
65210,20,1276,10,10,644,http,SF,tcp,17,30,255,1,0,901,0
65208,20,1276,10,10,644,http,SF,tcp,4,29,4,1,0,2100,0
65211,20,1276,10,10,644,http,SF,tcp,3,3,3,1,0,10723,0
65209,20,1276,10,10,644,http,SF,tcp,1,1,115,1,0,35147,0
65214,20,1276,10,10,644,private,S0,tcp,173,1,255,0.06,0.08,0,1
65212,20,1276,10,10,644,http,SF,tcp,11,11,103,1,0,4070,0
65213,20,1276,10,10,644,http,SF,tcp,33,34,255,1,0,1337,0
65215,20,1276,10,10,644,http,SF,tcp,2,2,255,0.89,0.01,2698,0
65216,20,1276,10,10,644,private,REJ,tcp,2,1,255,0,0.86,0,1
65217,20,1276,10,10,644,http,SF,tcp,7,7,15,1,0,10063,0
65218,20,1276,10,10,644,smtp,SF,tcp,1,1,9,0.89,0.22,333,0
65219,20,1276,10,10,644,http,SF,tcp,21,21,255,1,0,370,0
65222,18,1152,10,8,644,http_443,S0,tcp,201,15,255,0.06,0.05,0,1
65221,18,1152,10,8,644,uucp,S0,tcp,126,17,255,0.07,0.05,0,1
65220,18,1152,10,8,644,pop_2,S0,tcp,267,16,255,0.06,0.07,0,1
65223,18,1152,10,8,644,private,REJ,tcp,160,1,255,0,0.8,0,1
65224,18,1152,10,8,644,bgp,S0,tcp,197,3,255,0.01,0.09,0,1
65225,18,1152,10,8,644,iso_tsap,S0,tcp,184,1,255,0,0.07,0,1
65226,18,1152,10,8,644,http,REJ,tcp,1,1,55,1,0,0,0
65227,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.84,105,0
65228,20,1276,10,10,644,bgp,REJ,tcp,257,9,255,0.04,0.07,0,1
65229,20,1276,10,10,644,uucp,S0,tcp,138,9,255,0.04,0.07,0,1
65230,20,1276,10,10,644,http,SF,tcp,18,18,255,1,0,1617,0
65231,20,1276,10,10,644,sql_net,S0,tcp,270,20,255,0.03,0.08,0,1
65233,20,1276,10,10,644,ftp_data,SF,tcp,18,18,158,0.43,0.03,0,0
65234,20,1276,10,10,644,other,SF,udp,3,1,255,0,0.75,0,0
65232,20,1276,10,10,644,private,S0,tcp,162,11,255,0.01,0.07,0,1
65235,20,1276,10,10,644,ftp_data,SF,tcp,1,1,255,0.29,0.03,0,0
65236,18,1152,10,8,644,ecr_i,SF,icmp,268,268,255,1,0,0,1
65237,18,1152,10,8,644,http,SF,tcp,14,14,54,1,0,791,0
65239,18,1152,10,8,644,netstat,S0,tcp,265,4,255,0.04,0.08,0,1
65240,18,1152,10,8,644,http,SF,tcp,4,4,103,1,0,557,0
65241,18,1152,10,8,644,domain_u,SF,udp,1,1,95,1,0,110,0
65238,18,1152,10,8,644,link,S0,tcp,239,11,255,0.04,0.06,0,1
65242,18,1152,10,8,644,smtp,SF,tcp,1,1,208,0.96,0.01,330,0
65243,18,1152,10,8,644,eco_i,SF,icmp,1,2,2,1,0,0,1
65246,18,1152,10,8,644,ecr_i,SF,icmp,53,53,171,0.45,0.04,0,1
65245,18,1152,10,8,644,csnet_ns,S0,tcp,115,8,255,0.03,0.08,0,1
65244,18,1152,10,8,644,http,SF,tcp,10,18,41,1,0,324,0
65247,18,1152,10,8,644,csnet_ns,S0,tcp,232,4,255,0.02,0.09,0,1
65248,18,1152,10,8,644,http,SF,tcp,1,1,35,1,0,3370,0
65249,18,1152,10,8,644,private,SF,udp,119,82,255,0.55,0.05,0,1
65250,18,1152,10,8,644,private,S0,tcp,200,1,255,0.08,0.06,0,1
65251,18,1152,10,8,644,domain_u,SF,udp,2,4,248,0.94,0.01,114,0
65252,20,1276,10,10,644,name,REJ,tcp,248,17,255,0.07,0.07,0,1
65253,20,1276,10,10,644,uucp,RSTO,tcp,135,15,255,0.06,0.06,0,1
65254,20,1276,10,10,644,smtp,SF,tcp,1,1,107,0.77,0.03,358,0
65255,20,1276,10,10,644,http,SF,tcp,9,16,9,1,0,2453,0
65256,20,1276,10,10,644,http,SF,tcp,17,21,255,1,0,295,0
65257,20,1276,10,10,644,private,S0,tcp,111,6,255,0.01,0.07,0,1
65258,20,1276,10,10,644,private,REJ,tcp,242,12,255,0.05,0.09,0,1
65259,20,1276,10,10,644,finger,S0,tcp,5,1,255,0.25,0.02,0,1
65262,18,1152,10,8,644,smtp,SF,tcp,1,1,49,0.98,0.04,1391,0
65261,18,1152,10,8,644,ftp_data,REJ,tcp,463,9,255,0.03,0.97,0,1
65260,18,1152,10,8,644,other,SF,udp,4,2,196,0.01,0.55,105,0
65263,18,1152,10,8,644,private,REJ,tcp,125,6,255,0.02,0.06,0,1
65264,18,1152,10,8,644,private,RSTO,tcp,146,20,255,0.08,0.06,0,1
65265,18,1152,10,8,644,hostnames,S0,tcp,27,9,255,0.04,0.08,0,1
65266,18,1152,10,8,644,http,SF,tcp,1,1,1,1,0,294,0
65267,18,1152,10,8,644,http,REJ,tcp,1,1,66,1,0,0,0
65268,20,1276,10,10,644,smtp,SF,tcp,1,2,60,0.57,0.08,330,0
65270,20,1276,10,10,644,ecr_i,SF,icmp,358,358,193,0.51,0.04,0,1
65269,20,1276,10,10,644,mtp,S0,tcp,215,1,255,0,0.07,0,1
65271,20,1276,10,10,644,bgp,S0,tcp,266,18,255,0.07,0.07,0,1
65272,20,1276,10,10,644,http,REJ,tcp,1,1,11,1,0,0,0
65273,20,1276,10,10,644,http,SF,tcp,6,6,255,1,0,8134,0
65274,20,1276,10,10,644,http,SF,tcp,14,14,255,1,0,1215,0
65275,20,1276,10,10,644,domain_u,SF,udp,162,162,255,1,0,44,0
1740,358,91144,208,150,65944,http,SF,tcp,1,8,39,1,0,10047,0
65278,18,1152,10,8,644,domain_u,SF,udp,1,2,255,0.92,0.01,117,0
65277,18,1152,10,8,644,private,S0,tcp,67,3,255,0.06,0.07,0,1
65276,18,1152,10,8,644,Z39_50,REJ,tcp,109,7,255,0.03,0.07,0,1
65279,18,1152,10,8,644,private,SF,udp,2,2,58,0.86,0.03,0,1
65280,18,1152,10,8,644,http,SF,tcp,3,5,36,1,0,4793,0
65281,18,1152,10,8,644,domain_u,SF,udp,127,129,247,0.74,0.02,112,0
65282,18,1152,10,8,644,echo,S0,tcp,187,2,255,0.01,0.07,0,1
65283,18,1152,10,8,644,ecr_i,SF,icmp,2,2,159,1,0,0,0
137,30,2820,30,0,2820,domain_u,SF,udp,244,244,255,1,0.01,71,0
65284,20,1276,10,10,644,http,SF,tcp,13,13,255,1,0,1481,0
65286,20,1276,10,10,644,smtp,SF,tcp,1,2,187,0.63,0.03,331,0
65285,20,1276,10,10,644,http,SF,tcp,17,17,106,1,0,567,0
65287,20,1276,10,10,644,http,SF,tcp,10,11,37,1,0,2594,0
65288,20,1276,10,10,644,http,SF,tcp,2,3,11,1,0,10111,0
65290,20,1276,10,10,644,gopher,S0,tcp,212,14,255,0.05,0.08,0,1
65291,20,1276,10,10,644,http,SF,tcp,12,12,35,1,0,7462,0
65289,20,1276,10,10,644,http,SF,tcp,4,15,4,1,0,6361,0
65294,18,1152,10,8,644,http,SF,tcp,2,3,7,1,0,1811,0
65293,18,1152,10,8,644,http,SF,tcp,10,10,255,1,0,280,0
65292,18,1152,10,8,644,domain_u,SF,udp,73,151,255,0.93,0.01,109,0
65295,18,1152,10,8,644,smtp,SF,tcp,1,1,78,0.96,0.03,333,0
65296,18,1152,10,8,644,netstat,S0,tcp,205,5,255,0.07,0.06,0,1
65297,18,1152,10,8,644,private,SF,udp,16,16,88,0.18,0.05,0,1
65298,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.66,105,0
65299,18,1152,10,8,644,http,SF,tcp,15,15,29,1,0,281,0
65302,20,1276,10,10,644,private,S0,tcp,195,1,255,0,0.08,0,1
65300,20,1276,10,10,644,http,REJ,tcp,1,1,2,1,0,0,0
65301,20,1276,10,10,644,http,SF,tcp,12,12,15,1,0,2393,0
65303,20,1276,10,10,644,uucp,S0,tcp,144,20,255,0.08,0.05,0,1
65304,20,1276,10,10,644,ftp_data,SF,tcp,2,2,100,0.34,0.03,0,0
65305,20,1276,10,10,644,domain_u,SF,udp,208,288,255,0.99,0.01,130,0
65306,20,1276,10,10,644,private,S0,tcp,157,7,255,0.03,0.08,0,1
65307,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.67,0,1
65309,18,1152,10,8,644,domain_u,SF,udp,100,161,255,1,0,45,0
65311,18,1152,10,8,644,domain_u,SF,udp,239,315,255,0.99,0.01,109,0
65308,18,1152,10,8,644,discard,S0,tcp,246,4,255,0.02,0.06,0,1
65310,18,1152,10,8,644,private,S0,tcp,107,6,160,0.09,0.1,0,1
65312,18,1152,10,8,644,http,SF,tcp,2,7,17,1,0,1938,0
65314,18,1152,10,8,644,http,SF,tcp,18,18,35,1,0,1160,0
65313,18,1152,10,8,644,private,S0,tcp,190,17,255,0.03,0.07,0,1
65315,18,1152,10,8,644,ftp_data,REJ,tcp,210,5,255,0.02,0.07,0,1
65317,20,1276,10,10,644,netbios_dgm,REJ,tcp,120,2,255,0.01,0.07,0,1
65319,20,1276,10,10,644,private,SF,udp,3,2,255,0.96,0.01,147,0
65318,20,1276,10,10,644,private,S0,tcp,14,5,255,0.02,0.08,0,1
65316,20,1276,10,10,644,http,SF,tcp,2,2,75,1,0,7903,0
65320,20,1276,10,10,644,private,REJ,tcp,222,1,255,0,0.95,0,1
65322,20,1276,10,10,644,private,S0,tcp,120,9,255,0.03,0.09,0,1
65323,20,1276,10,10,644,private,S0,tcp,113,13,60,0.2,0.1,0,1
65321,20,1276,10,10,644,other,SF,udp,456,456,255,1,0,4,0
65327,18,1152,10,8,644,http,SF,tcp,10,10,118,1,0,1215,0
65326,18,1152,10,8,644,http,SF,tcp,11,12,67,1,0,3465,0
65325,18,1152,10,8,644,http,SF,tcp,5,5,38,1,0,4826,0
65324,18,1152,10,8,644,http,S3,tcp,1,1,255,0.97,0.01,3222,0
65330,18,1152,10,8,644,http,SF,tcp,5,7,255,0.91,0.02,2507,0
65331,18,1152,10,8,644,private,S0,tcp,130,19,255,0.11,0.05,0,1
65328,18,1152,10,8,644,private,REJ,tcp,279,9,255,0.04,0.06,0,1
65329,18,1152,10,8,644,domain_u,SF,udp,119,119,255,0.96,0.01,43,0
65334,20,1276,10,10,644,http,SF,tcp,1,1,234,1,0,389,0
65333,20,1276,10,10,644,private,REJ,tcp,239,14,255,0.05,0.09,0,1
65332,20,1276,10,10,644,ftp,SF,tcp,1,1,131,0.28,0.03,903,0
65335,20,1276,10,10,644,private,S0,tcp,16,16,255,0.06,0.07,0,1
65337,20,1276,10,10,644,finger,SF,tcp,1,1,255,0.04,0.02,276,0
65336,20,1276,10,10,644,http,SF,tcp,9,9,255,1,0,26817,0
65339,20,1276,10,10,644,private,S0,tcp,142,12,255,0.05,0.08,0,1
65338,20,1276,10,10,644,http,S0,tcp,4,3,255,0.17,0.04,0,1
65341,18,1152,10,8,644,private,S0,tcp,280,12,255,0.04,0.07,0,1
65340,18,1152,10,8,644,http,SF,tcp,21,25,255,1,0,342,0
65342,18,1152,10,8,644,domain_u,SF,udp,69,149,255,1,0.01,132,0
65343,18,1152,10,8,644,http,SF,tcp,25,25,255,1,0,1403,0
65344,18,1152,10,8,644,http,SF,tcp,23,23,255,1,0,2658,0
65345,18,1152,10,8,644,http,SF,tcp,6,7,15,1,0,2730,0
65346,18,1152,10,8,644,ftp_data,SF,tcp,10,10,111,0.34,0.03,0,0
65347,18,1152,10,8,644,private,SF,udp,17,2,255,0.01,0.49,0,1
65351,20,1276,10,10,644,http,SF,tcp,1,1,255,1,0,1694,0
65348,20,1276,10,10,644,imap4,S0,tcp,50,14,255,0.05,0.09,0,1
65349,20,1276,10,10,644,gopher,REJ,tcp,223,11,255,0.04,0.07,0,1
65350,20,1276,10,10,644,smtp,SF,tcp,1,3,141,0.57,0.07,333,0
65352,20,1276,10,10,644,ntp_u,SF,udp,1,1,101,0.22,0.04,48,0
65353,20,1276,10,10,644,private,RSTR,tcp,341,2,255,0.01,0.52,0,1
65354,20,1276,10,10,644,http,SF,tcp,8,10,255,1,0,516,0
65355,20,1276,10,10,644,http,SF,tcp,2,2,47,1,0,1186,0
65357,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.85,0,1
65358,20,1276,10,10,644,http,SF,tcp,14,15,255,1,0,1484,0
65356,20,1276,10,10,644,ftp_data,S0,tcp,58,12,255,0.05,0.09,0,1
65359,20,1276,10,10,644,private,REJ,tcp,246,1,255,0,0.97,0,1
65360,20,1276,10,10,644,http,SF,tcp,1,18,255,1,0,1493,0
65361,20,1276,10,10,644,netbios_ssn,S0,tcp,282,21,255,0.08,0.05,0,1
65362,20,1276,10,10,644,http,SF,tcp,1,1,43,1,0,2174,0
65363,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.48,0.02,1549,0
65364,18,1152,10,8,644,http,SF,tcp,13,13,13,1,0,2911,0
65366,18,1152,10,8,644,http,SF,tcp,2,4,2,1,0,2406,0
65365,18,1152,10,8,644,http,SF,tcp,6,6,12,1,0,1167,0
65367,18,1152,10,8,644,ctf,S0,tcp,225,2,255,0.01,0.07,0,1
65368,18,1152,10,8,644,http,SF,tcp,3,4,255,1,0,263,0
65369,18,1152,10,8,644,iso_tsap,S0,tcp,254,1,255,0,0.07,0,1
65370,18,1152,10,8,644,domain_u,SF,udp,135,203,255,0.81,0.01,127,0
65371,18,1152,10,8,644,http,SF,tcp,1,1,128,1,0,1408,0
65374,20,1276,10,10,644,private,S0,tcp,80,14,255,0.08,0.06,0,1
65372,20,1276,10,10,644,http,SF,tcp,1,1,1,1,0,10383,0
65376,20,1276,10,10,644,uucp_path,S0,tcp,227,14,255,0.05,0.08,0,1
65375,20,1276,10,10,644,smtp,SF,tcp,3,1,126,0.44,0.06,334,0
65373,20,1276,10,10,644,name,S0,tcp,279,11,255,0.04,0.07,0,1
65378,20,1276,10,10,644,http,SF,tcp,7,7,255,1,0,310,0
65379,20,1276,10,10,644,private,REJ,tcp,2,1,255,0,0.57,0,1
65377,20,1276,10,10,644,http,SF,tcp,5,5,5,1,0,9463,0
65382,18,1152,10,8,644,smtp,SF,tcp,1,1,22,0.95,0.09,331,0
65381,18,1152,10,8,644,http,SF,tcp,31,31,255,1,0,622,0
65383,18,1152,10,8,644,private,REJ,tcp,256,17,255,0.07,0.07,0,1
65380,18,1152,10,8,644,smtp,SF,tcp,1,3,53,0.83,0.08,329,0
65384,18,1152,10,8,644,private,REJ,tcp,285,20,255,0.08,0.08,0,1
65385,18,1152,10,8,644,http,SF,tcp,3,3,255,0.94,0.02,3222,0
65386,18,1152,10,8,644,urh_i,SF,icmp,2,1,195,0.25,0.04,0,0
65387,18,1152,10,8,644,http,SF,tcp,7,8,8,1,0,1748,0
65388,20,1276,10,10,644,ftp,SF,tcp,1,1,255,0.18,0.03,3380,0
65389,20,1276,10,10,644,private,S0,tcp,89,3,255,0.07,0.07,0,1
65390,20,1276,10,10,644,other,SF,udp,4,2,255,0.01,0.68,105,0
65391,20,1276,10,10,644,private,S0,tcp,298,10,255,0.04,0.07,0,1
65392,20,1276,10,10,644,uucp,S0,tcp,139,9,255,0.01,0.07,0,1
65393,20,1276,10,10,644,http,SF,tcp,3,3,109,1,0,8314,1
65395,20,1276,10,10,644,smtp,SF,tcp,1,2,10,1,0,335,0
65394,20,1276,10,10,644,private,S0,tcp,272,14,255,0.05,0.09,0,1
65397,18,1152,10,8,644,eco_i,SF,icmp,1,3,1,1,0,0,1
65396,18,1152,10,8,644,http,SF,tcp,2,2,2,1,0,314,0
65399,18,1152,10,8,644,smtp,SF,tcp,1,1,161,0.97,0.01,325,0
65400,18,1152,10,8,644,private,REJ,tcp,147,1,255,0,0.76,0,1
65398,18,1152,10,8,644,http,SF,tcp,12,12,61,1,0,770,0
65401,18,1152,10,8,644,http,SF,tcp,36,36,255,1,0,1337,0
65402,18,1152,10,8,644,ftp_data,SF,tcp,1,1,1,1,0,0,1
65403,18,1152,10,8,644,private,S0,tcp,83,24,255,0.09,0.05,0,1
65404,20,1276,10,10,644,domain_u,SF,udp,149,149,255,0.88,0.01,69,0
65407,20,1276,10,10,644,uucp,S0,tcp,139,13,255,0.03,0.07,0,1
65405,20,1276,10,10,644,private,S0,tcp,278,17,255,0.13,0.06,0,1
65406,20,1276,10,10,644,smtp,SF,tcp,1,2,172,0.54,0.03,325,0
65408,20,1276,10,10,644,http,SF,tcp,1,1,223,1,0,2295,0
65409,20,1276,10,10,644,domain,S0,tcp,293,10,255,0.04,0.08,0,1
65410,20,1276,10,10,644,private,S0,tcp,195,17,255,0.02,0.07,0,1
65411,20,1276,10,10,644,http,SF,tcp,3,3,255,1,0,11111,0
65412,18,1152,10,8,644,ftp_data,SF,tcp,2,2,10,1,0,0,1
65414,18,1152,10,8,644,private,REJ,tcp,1,1,14,0.07,1,0,1
65413,18,1152,10,8,644,exec,S0,tcp,103,13,255,0.05,0.07,0,1
65415,18,1152,10,8,644,uucp_path,REJ,tcp,140,15,255,0.01,0.07,0,1
65417,18,1152,10,8,644,ecr_i,SF,icmp,113,113,255,1,0,0,1
65416,18,1152,10,8,644,http,S0,tcp,10,3,255,0.25,0.02,0,1
65418,18,1152,10,8,644,netbios_dgm,S0,tcp,43,5,255,0.02,0.07,0,1
65419,18,1152,10,8,644,http,REJ,tcp,1,2,2,1,0,0,0
65421,20,1276,10,10,644,private,S0,tcp,91,1,255,0.08,0.05,0,1
65422,20,1276,10,10,644,http,SF,tcp,4,4,144,1,0,2055,0
65420,20,1276,10,10,644,http,SF,tcp,13,19,42,1,0,693,0
65423,20,1276,10,10,644,private,REJ,tcp,129,7,255,0,0.07,0,1
65424,20,1276,10,10,644,smtp,SF,tcp,1,1,53,0.94,0.08,333,0
65426,20,1276,10,10,644,hostnames,S0,tcp,270,22,255,0.09,0.05,0,1
65427,20,1276,10,10,644,domain_u,SF,udp,108,188,255,1,0,46,0
65425,20,1276,10,10,644,ftp_data,S0,tcp,192,19,255,0.07,0.06,0,1
65428,18,1152,10,8,644,courier,S0,tcp,109,9,255,0.04,0.07,0,1
65430,18,1152,10,8,644,netbios_dgm,REJ,tcp,124,6,255,0.02,0.07,0,1
65429,18,1152,10,8,644,eco_i,SF,icmp,1,12,1,1,0,0,1
65431,18,1152,10,8,644,eco_i,SF,icmp,1,46,1,1,0,0,1
65432,18,1152,10,8,644,eco_i,SF,icmp,1,47,1,1,0,0,1
65434,18,1152,10,8,644,private,S0,tcp,47,4,255,0.04,0.09,0,1
65433,18,1152,10,8,644,ftp_data,SF,tcp,14,14,135,0.18,0.02,0,0
65435,18,1152,10,8,644,uucp_path,S0,tcp,103,4,255,0.05,0.07,0,1
65436,20,1276,10,10,644,private,S0,tcp,110,9,255,0.04,0.07,0,1
65438,20,1276,10,10,644,http,SF,tcp,3,3,158,1,0,2568,0
65437,20,1276,10,10,644,urp_i,SF,icmp,2,1,255,0.07,0.01,0,0
65439,20,1276,10,10,644,other,RSTR,tcp,2,2,255,0.01,0.74,0,1
65440,20,1276,10,10,644,http,SF,tcp,3,3,255,0.88,0.01,278,0
65441,20,1276,10,10,644,smtp,SF,tcp,2,1,90,0.57,0.06,357,0
65442,20,1276,10,10,644,http,REJ,tcp,275,17,255,0.07,0.07,0,1
65443,20,1276,10,10,644,http,SF,tcp,16,16,16,1,0,3643,0
65446,18,1152,10,8,644,other,SF,udp,6,2,255,0.01,0.69,105,0
65444,18,1152,10,8,644,other,SF,tcp,15,1,56,0.02,0.11,0,0
65445,18,1152,10,8,644,smtp,SF,tcp,1,1,103,0.87,0.04,1409,0
65447,18,1152,10,8,644,private,S0,tcp,274,14,255,0.05,0.05,0,1
65448,18,1152,10,8,644,http,SF,tcp,3,4,35,1,0,3751,0
65449,18,1152,10,8,644,private,REJ,tcp,111,6,255,0.1,0.06,0,1
65450,18,1152,10,8,644,finger,S0,tcp,243,17,255,0.07,0.06,0,1
65451,18,1152,10,8,644,bgp,S0,tcp,232,3,255,0.01,0.06,0,1
65453,20,1276,10,10,644,http,SF,tcp,7,7,159,1,0,248,0
65452,20,1276,10,10,644,smtp,SF,tcp,1,3,113,0.62,0.05,332,0
65454,20,1276,10,10,644,other,REJ,tcp,406,1,255,0,1,0,1
65455,20,1276,10,10,644,ftp_data,S0,tcp,80,20,255,0.24,0.03,0,1
65456,20,1276,10,10,644,private,S0,tcp,292,12,255,0.06,0.06,0,1
65457,20,1276,10,10,644,http,SF,tcp,18,18,85,1,0,269,0
65458,20,1276,10,10,644,auth,S0,tcp,235,3,255,0.04,0.07,0,1
65459,20,1276,10,10,644,private,S0,tcp,189,20,255,0.03,0.06,0,1
65460,18,1152,10,8,644,http,REJ,tcp,1,5,2,1,0,0,0
65461,18,1152,10,8,644,other,REJ,tcp,511,1,255,0,0.95,0,1
65462,18,1152,10,8,644,private,S0,tcp,185,3,255,0.01,0.09,0,1
65463,18,1152,10,8,644,ftp_data,SF,tcp,3,3,65,0.14,0.05,0,0
65464,18,1152,10,8,644,uucp,S0,tcp,100,19,255,0.07,0.06,0,1
65465,18,1152,10,8,644,private,SF,udp,17,15,255,0.07,0.22,0,1
65466,18,1152,10,8,644,private,S0,tcp,209,16,255,0.04,0.06,0,1
65467,18,1152,10,8,644,Z39_50,S0,tcp,271,11,255,0.04,0.05,0,1
65472,20,1276,10,10,644,ftp_data,SF,tcp,11,11,182,0.26,0.02,0,0
65468,20,1276,10,10,644,http,SF,tcp,3,3,75,1,0,1928,0
65471,20,1276,10,10,644,ctf,S0,tcp,270,17,255,0.02,0.08,0,1
65473,20,1276,10,10,644,http,REJ,tcp,1,2,60,1,0,0,0
65469,20,1276,10,10,644,http,SF,tcp,19,21,255,1,0,650,0
65470,20,1276,10,10,644,smtp,SF,tcp,1,1,11,1,0,327,0
65475,20,1276,10,10,644,domain_u,SF,udp,76,156,255,1,0,45,0
65474,20,1276,10,10,644,imap4,S0,tcp,227,18,255,0.07,0.06,0,1
65476,18,1152,10,8,644,smtp,SF,tcp,1,1,42,0.55,0.14,339,0
65478,18,1152,10,8,644,http,SF,tcp,1,3,28,1,0,15764,0
65477,18,1152,10,8,644,http,SF,tcp,6,6,255,1,0,998,0
65479,18,1152,10,8,644,ftp_data,SF,tcp,2,2,44,0.14,0.09,0,0
65480,18,1152,10,8,644,private,S0,tcp,232,8,255,0.03,0.09,0,1
65481,18,1152,10,8,644,http,SF,tcp,6,7,6,1,0,1056,0
65482,18,1152,10,8,644,ftp_data,SF,tcp,10,10,109,0.28,0.26,0,0
65483,18,1152,10,8,644,http,SF,tcp,4,5,8,1,0,525,0
65484,20,1276,10,10,644,http,SF,tcp,10,14,255,1,0,759,0
65485,20,1276,10,10,644,private,SF,udp,1,1,22,0.64,0.14,0,0
65486,20,1276,10,10,644,telnet,S1,tcp,1,1,16,0.06,0.25,0,0
65487,20,1276,10,10,644,http,SF,tcp,1,1,5,1,0,55704,0
65488,20,1276,10,10,644,http,SF,tcp,1,8,255,1,0,51823,0
65489,20,1276,10,10,644,http,SF,tcp,32,34,88,1,0,1341,0
65490,20,1276,10,10,644,IRC,RSTR,tcp,1,1,7,0.29,0.29,7806,0
65491,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.66,0,1
65492,20,1276,10,10,644,private,SF,udp,5,1,255,0.94,0.01,146,0
65493,20,1276,10,10,644,urp_i,SF,icmp,6,2,255,0.09,0.01,0,0
65494,20,1276,10,10,644,eco_i,SF,icmp,46,34,4,1,0,0,1
65495,20,1276,10,10,644,systat,S0,tcp,234,3,255,0.01,0.07,0,1
65496,20,1276,10,10,644,private,S0,tcp,210,16,71,0.2,0.14,0,1
65497,20,1276,10,10,644,domain_u,SF,udp,148,147,255,1,0.01,73,0
65498,20,1276,10,10,644,ftp,SF,tcp,1,1,255,0.24,0.03,3081,0
65499,20,1276,10,10,644,http,RSTR,tcp,5,5,255,1,0,2920,1
65500,18,1152,10,8,644,http,SF,tcp,3,4,30,1,0,511,0
65501,18,1152,10,8,644,http,SF,tcp,3,23,128,1,0,2109,0
65502,18,1152,10,8,644,Z39_50,S0,tcp,13,5,255,0.02,0.09,0,1
65503,18,1152,10,8,644,mtp,S0,tcp,53,2,255,0.01,0.07,0,1
65504,18,1152,10,8,644,gopher,S0,tcp,142,17,255,0.07,0.07,0,1
65505,18,1152,10,8,644,http,SF,tcp,18,18,255,1,0,1394,0
65506,18,1152,10,8,644,private,S0,tcp,256,7,255,0.03,0.06,0,1
65507,18,1152,10,8,644,time,S0,tcp,229,14,255,0.05,0.08,0,1
65508,20,1276,10,10,644,private,S0,tcp,122,1,255,0.07,0.07,0,1
65510,20,1276,10,10,644,other,REJ,tcp,389,1,255,0,1,0,1
65511,20,1276,10,10,644,private,SF,udp,26,2,255,0.01,0.43,0,1
65512,20,1276,10,10,644,http,SF,tcp,6,6,188,1,0,943,0
65509,20,1276,10,10,644,http,SF,tcp,8,8,178,1,0,12324,0
